asset;date;open;high;low;close;business;volume
WDOFUT;02/10/2020;5863,03;5901,35;5812,27;5894,10;2,052653839E11;3631592
WDOFUT;01/10/2020;5777,57;5871,83;5777,06;5848,52;1,7422617E11;3088132
WDOFUT;30/09/2020;5833,51;5872,87;5790,52;5816,93;1,953507015E11;3465852
WDOFUT;29/09/2020;5848,01;5882,19;5806,06;5836,61;2,16993347E11;3846381
WDOFUT;28/09/2020;5717,50;5877,53;5715,95;5861,99;2,08573659E11;3723035
WDOFUT;25/09/2020;5739,77;5788,45;5733,04;5761,00;1,789345075E11;3216900
WDOFUT;24/09/2020;5790,52;5825,74;5690,57;5706,11;2,206256758E11;3968269
WDOFUT;23/09/2020;5705,59;5799,84;5686,43;5794,66;1,888300206E11;3408856
WDOFUT;22/09/2020;5620,65;5693,68;5576,11;5667,78;2,166931364E11;3984480
WDOFUT;21/09/2020;5647,07;5695,23;5581,81;5612,37;2,143664166E11;3942620
WDOFUT;18/09/2020;5442,50;5594,24;5433,18;5584,40;1,816970688E11;3417401
WDOFUT;17/09/2020;5458,55;5482,38;5416,09;5426,96;1,556364737E11;2958860
WDOFUT;16/09/2020;5438,87;5464,77;5399,51;5427,48;1,710913033E11;3260820
WDOFUT;15/09/2020;5426,96;5493,25;5409,87;5466,84;1,683453184E11;3193804
WDOFUT;14/09/2020;5497,91;5517,08;5453,89;5461,66;1,44147502E11;2720813
WDOFUT;11/09/2020;5487,04;5544,52;5451,30;5510,86;1,594843459E11;3007280
WDOFUT;10/09/2020;5496,88;5526,92;5461,14;5515,52;1,747550335E11;3295964
WDOFUT;09/09/2020;5537,27;5537,79;5470,98;5502,57;1,443272183E11;2720470
WDOFUT;08/09/2020;5555,92;5607,19;5509,83;5557,99;1,703295766E11;3171907
WDOFUT;04/09/2020;5497,40;5523,29;5438,87;5492,73;1,720257983E11;3248421
WDOFUT;03/09/2020;5567,31;5572,49;5466,32;5487,56;1,933424877E11;3637859
WDOFUT;02/09/2020;5610,81;5630,49;5537,27;5537,79;1,836053076E11;3414163
WDOFUT;01/09/2020;5647,58;5655,35;5531,58;5600,97;1,950421245E11;3619544
WDOFUT;31/08/2020;5609,26;5696,78;5600,46;5694,71;1,400507265E11;2561348
WDOFUT;28/08/2020;5717,57;5727,94;5582,33;5586,47;1,797840075E11;3294361
WDOFUT;27/08/2020;5802,03;5826,91;5746,59;5774,05;1,942549568E11;3477424
WDOFUT;26/08/2020;5732,08;5839,34;5726,90;5816,03;1,889000105E11;3385664
WDOFUT;25/08/2020;5788,04;5819,13;5706,69;5710,32;1,801399016E11;3232194
WDOFUT;24/08/2020;5783,38;5821,21;5762,65;5820,17;1,463541402E11;2615989
WDOFUT;21/08/2020;5766,80;5839,86;5759,54;5829,50;1,690984106E11;3017291
WDOFUT;20/08/2020;5819,13;5880,80;5741,93;5764,73;2,28755531E11;4070533
WDOFUT;19/08/2020;5649,17;5766,28;5634,66;5765,76;1,738951503E11;3164656
WDOFUT;18/08/2020;5644,51;5719,13;5620,15;5665,75;1,850058868E11;3383696
WDOFUT;17/08/2020;5639,85;5717,57;5608,24;5712,91;1,609621391E11;2944719
WDOFUT;14/08/2020;5598,39;5642,95;5556,94;5623,26;1,604476635E11;2967260
WDOFUT;13/08/2020;5616,01;5624,30;5548,13;5570,41;1,804245257E11;3351147
WDOFUT;12/08/2020;5603,05;5696,33;5599,95;5637,77;2,043968504E11;3746346
WDOFUT;11/08/2020;5641,40;5666,79;5571,45;5581,29;2,313170357E11;4265649
WDOFUT;10/08/2020;5631,55;5696,33;5551,24;5685,96;1,831681509E11;3381443
WDOFUT;07/08/2020;5544,50;5642,95;5539,32;5641,40;1,706938611E11;3152253
WDOFUT;06/08/2020;5540,35;5572,48;5517,56;5528,96;1,646748619E11;3077309
WDOFUT;05/08/2020;5445,01;5519,11;5428,43;5492,16;1,703315323E11;3223281
WDOFUT;04/08/2020;5546,57;5578,18;5471,96;5480,25;1,859411452E11;3487402
WDOFUT;03/08/2020;5425,84;5536,21;5406,15;5523,26;1,621409465E11;3055173
WDOFUT;31/07/2020;5378,17;5425,84;5356,40;5421,69;1,414551994E11;2716992
WDOFUT;30/07/2020;5397,38;5410,86;5336,19;5345,52;1,623990376E11;3136956
WDOFUT;29/07/2020;5335,15;5377,15;5306,11;5364,71;1,626551193E11;3158724
WDOFUT;28/07/2020;5379,23;5397,90;5327,37;5356,93;1,521041149E11;2940364
WDOFUT;27/07/2020;5387,01;5419,16;5333,59;5341,37;1,607730159E11;3101650
WDOFUT;24/07/2020;5418,64;5449,75;5352,78;5430,57;1,945558378E11;3735944
WDOFUT;23/07/2020;5329,44;5421,75;5315,96;5406,19;2,045281285E11;3951609
WDOFUT;22/07/2020;5371,45;5398,42;5273,96;5314,41;1,797321774E11;3506914
WDOFUT;21/07/2020;5503,69;5510,95;5360,04;5365,74;2,111240061E11;4043684
WDOFUT;20/07/2020;5570,58;5594,44;5529,10;5534,28;1,478586312E11;2758752
WDOFUT;17/07/2020;5531,69;5595,99;5517,17;5595,48;1,469798614E11;2743245
WDOFUT;16/07/2020;5584,59;5597,55;5508,35;5534,28;1,843057367E11;3446394
WDOFUT;15/07/2020;5516,65;5594,96;5492,80;5569,55;1,912011127E11;3573498
WDOFUT;14/07/2020;5591,85;5661,34;5533,25;5573,18;2,274062332E11;4210966
WDOFUT;13/07/2020;5516,65;5615,70;5511,47;5610,00;1,68391129E11;3140441
WDOFUT;10/07/2020;5572,14;5600,14;5515,10;5527,54;1,782894694E11;3331902
WDOFUT;09/07/2020;5536,36;5584,07;5446,64;5546,73;1,990733119E11;3744271
WDOFUT;08/07/2020;5566,95;5600,14;5521,84;5541,54;1,992444955E11;3717295
WDOFUT;07/07/2020;5594,96;5608,96;5492,28;5580,96;2,096040169E11;3916318
WDOFUT;06/07/2020;5472,57;5567,99;5463,76;5563,84;1,659419411E11;3118845
WDOFUT;03/07/2020;5551,91;5587,70;5509,91;5515,61;1,017281925E11;1903837
WDOFUT;02/07/2020;5481,39;5583,55;5469,46;5571,10;1,926798638E11;3620336
WDOFUT;01/07/2020;5666,00;5686,23;5502,65;5521,84;1,682355632E11;3129450
WDOFUT;30/06/2020;5632,81;5718,90;5612,07;5668,60;1,592369888E11;2913458
WDOFUT;29/06/2020;5671,79;5684,26;5598,56;5614,66;1,875871185E11;3451716
WDOFUT;26/06/2020;5586,62;5706,07;5575,71;5697,24;1,87388644E11;3437717
WDOFUT;25/06/2020;5585,06;5597,52;5471,84;5572,60;2,142939144E11;4018710
WDOFUT;24/06/2020;5379,92;5562,73;5365,90;5559,09;2,115094397E11;4017992
WDOFUT;23/06/2020;5406,40;5430,81;5334,22;5356,55;1,63854693E11;3167369
WDOFUT;22/06/2020;5499,37;5504,56;5402,77;5458,86;1,794714432E11;3422510
WDOFUT;19/06/2020;5534,16;5592,33;5495,21;5522,22;2,077000656E11;3887789
WDOFUT;18/06/2020;5507,68;5599,60;5498,85;5592,85;1,889819856E11;3532200
WDOFUT;17/06/2020;5432,37;5479,63;5386,15;5431,33;2,013879269E11;3842158
WDOFUT;16/06/2020;5316,56;5461,97;5248,00;5452,11;2,340789336E11;4546598
WDOFUT;15/06/2020;5333,70;5431,33;5279,68;5352,91;2,166542724E11;4193779
WDOFUT;12/06/2020;5289,55;5313,96;5199,19;5251,12;2,131166079E11;4216240
WDOFUT;10/06/2020;5049,09;5176,33;5028,84;5174,26;1,998346745E11;4075493
WDOFUT;09/06/2020;5062,08;5132,19;5052,21;5095,84;1,68452716E11;3435943
WDOFUT;08/06/2020;5159,20;5174,26;5007,03;5007,03;1,798226993E11;3652590
WDOFUT;05/06/2020;5256,83;5282,80;5131,15;5164,39;1,728644291E11;3459788
WDOFUT;04/06/2020;5260,99;5348,24;5225,67;5323,31;2,098850264E11;4108208
WDOFUT;03/06/2020;5416,79;5423,54;5217,36;5269,30;1,997751797E11;3925063
WDOFUT;02/06/2020;5537,28;5552,86;5406,92;5412,12;1,752615866E11;3331557
WDOFUT;01/06/2020;5546,63;5635,44;5522,74;5581,94;1,799836616E11;3349523
WDOFUT;29/05/2020;5598,56;5681,14;5532,09;5553,38;1,793201509E11;3318950
WDOFUT;28/05/2020;5495,54;5630,77;5494,50;5625,57;1,60141207E11;3000459
WDOFUT;27/05/2020;5557,95;5576,68;5482,02;5486,70;1,706313311E11;3217280
WDOFUT;26/05/2020;5591,76;5620,37;5550,15;5570,44;1,583267253E11;2949335
WDOFUT;25/05/2020;5730,11;5754,04;5653,14;5664,06;1,147773487E11;2095293
WDOFUT;22/05/2020;5803,45;5853,90;5746,76;5757,68;1,820921407E11;3263560
WDOFUT;21/05/2020;5929,32;5938,16;5772,76;5781,08;1,801452078E11;3215288
WDOFUT;20/05/2020;5955,32;5987,57;5900,71;5924,64;1,606433693E11;2814942
WDOFUT;19/05/2020;5926,20;6003,69;5914,75;5993,81;1,630016725E11;2845463
WDOFUT;18/05/2020;6023,46;6042,18;5927,76;5955,32;1,514127892E11;2636431
WDOFUT;15/05/2020;6111,88;6121,24;5997,45;6096,79;1,695323502E11;2908033
WDOFUT;14/05/2020;6165,97;6217,98;6041,66;6056,75;1,925727907E11;3258487
WDOFUT;13/05/2020;6067,15;6188,85;6057,79;6125,92;1,667859126E11;2826369
WDOFUT;12/05/2020;5824,02;5926,45;5772,81;5918,91;1,594137514E11;2743149
WDOFUT;11/05/2020;5817,50;5871,72;5794,90;5848,62;1,362841213E11;2346323
WDOFUT;08/05/2020;5832,56;5860,17;5748,71;5775,32;1,477773611E11;2558962
WDOFUT;07/05/2020;5809,97;5908,87;5774,82;5870,72;1,632889687E11;2799464
WDOFUT;06/05/2020;5626,21;5756,24;5626,21;5750,72;1,164974301E11;2050988
WDOFUT;05/05/2020;5558,43;5636,75;5513,74;5611,14;1,404367291E11;2527610
WDOFUT;04/05/2020;5635,24;5645,29;5551,40;5577,00;1,271457866E11;2280571
WDOFUT;30/04/2020;5379,19;5521,78;5360,11;5518,76;1,1912779E11;2192622
WDOFUT;29/04/2020;5497,34;5558,16;5361,11;5363,12;1,509049764E11;2783478
WDOFUT;28/04/2020;5656,19;5661,21;5501,36;5527,50;1,584496605E11;2852915
WDOFUT;27/04/2020;5582,79;5759,24;5565,70;5687,85;1,334496542E11;2360514
WDOFUT;24/04/2020;5585,81;5781,86;5584,81;5618,99;1,73119949E11;3059469
WDOFUT;23/04/2020;5481,25;5589,83;5433,50;5568,72;1,450218841E11;2652872
WDOFUT;22/04/2020;5352,06;5497,84;5334,47;5492,81;1,231256861E11;2284484
WDOFUT;20/04/2020;5314,36;5352,06;5297,27;5347,54;9,241799021E10;1744287
WDOFUT;17/04/2020;5242,98;5308,83;5239,46;5269,12;9,516654752E10;1811753
WDOFUT;16/04/2020;5285,21;5301,29;5234,44;5269,62;1,06796227E11;2034985
WDOFUT;15/04/2020;5253,03;5302,30;5248,01;5274,65;9,768484761E10;1859467
WDOFUT;14/04/2020;5220,86;5246,00;5182,16;5199,75;1,002694201E11;1933437
WDOFUT;13/04/2020;5155,01;5242,48;5137,92;5235,94;1,011739532E11;1952478
WDOFUT;09/04/2020;5141,94;5187,18;5083,13;5141,44;1,054138757E11;2068817
WDOFUT;08/04/2020;5248,51;5283,70;5145,46;5152,50;1,077255235E11;2071956
WDOFUT;07/04/2020;5220,86;5287,22;5217,85;5258,56;1,078458227E11;2063876
WDOFUT;06/04/2020;5343,01;5348,04;5261,08;5322,91;1,038012143E11;1968767
WDOFUT;03/04/2020;5313,36;5394,29;5305,31;5392,78;8,454671325E10;1590900
WDOFUT;02/04/2020;5286,21;5322,40;5259,57;5293,75;9,702933821E10;1840863
WDOFUT;01/04/2020;5266,61;5311,85;5259,07;5288,72;9,851700218E10;1873845
WDOFUT;31/03/2020;5217,85;5251,53;5205,78;5241,98;9,603571119E10;1846154
WDOFUT;30/03/2020;5155,91;5233,43;5146,85;5231,92;9,134315061E10;1770538
WDOFUT;27/03/2020;5084,42;5162,95;5079,39;5137,28;1,085216601E11;2130794
WDOFUT;26/03/2020;5087,95;5101,04;5007,91;5057,74;1,14310459E11;2281557
WDOFUT;25/03/2020;5118,15;5145,34;5007,40;5071,33;1,143063032E11;2265504
WDOFUT;24/03/2020;5085,43;5143,32;5082,41;5138,79;1,112085045E11;2189284
WDOFUT;23/03/2020;5129,73;5185,10;5040,12;5183,59;1,038619653E11;2038563
WDOFUT;20/03/2020;5043,65;5104,06;5018,98;5102,04;1,019801354E11;2029817
WDOFUT;19/03/2020;5234,94;5260,62;5105,57;5132,25;1,030885809E11;2004939
WDOFUT;18/03/2020;5180,07;5295,85;5091,47;5142,82;1,180371174E11;2293468
WDOFUT;17/03/2020;5092,48;5123,69;4994,31;5045,16;9,42850608E10;1875432
WDOFUT;16/03/2020;5013,95;5115,63;4918,30;5030,06;8,596944694E10;1727322
WDOFUT;13/03/2020;4789,43;4919,31;4680,19;4867,96;7,386752848E10;1550938
WDOFUT;12/03/2020;5061,27;5068,31;4787,92;4833,73;6,81648097E10;1397623
WDOFUT;11/03/2020;4706,36;4883,56;4693,27;4864,43;8,333352922E10;1770346
WDOFUT;10/03/2020;4719,96;4743,11;4674,15;4685,22;7,37540442E10;1579088
WDOFUT;09/03/2020;4797,98;4831,71;4745,13;4765,26;8,302848411E10;1746407
WDOFUT;06/03/2020;4668,10;4710,39;4648,47;4666,59;7,581298108E10;1630534
WDOFUT;05/03/2020;4643,44;4706,36;4626,32;4648,47;9,195525483E10;1983336
WDOFUT;04/03/2020;4544,77;4629,34;4542,25;4626,83;7,714309364E10;1695481
WDOFUT;03/03/2020;4514,06;4556,85;4490,90;4555,34;8,896966645E10;1977504
WDOFUT;02/03/2020;4539,23;4545,27;4507,52;4513,05;6,982364324E10;1552547
WDOFUT;28/02/2020;4540,74;4553,33;4503,49;4527,65;8,775672458E10;1948726
WDOFUT;27/02/2020;4489,83;4541,27;4487,31;4526,65;9,349568075E10;2089775
WDOFUT;26/02/2020;4456,54;4494,87;4443,43;4490,84;5,091141466E10;1148063
WDOFUT;21/02/2020;4440,40;4444,94;4411,15;4429,30;6,096826464E10;1388259
WDOFUT;20/02/2020;4421,74;4437,88;4397,53;4433,84;6,533744614E10;1489083
WDOFUT;19/02/2020;4403,58;4416,19;4398,03;4404,09;4,759043478E10;1088905
WDOFUT;18/02/2020;4382,90;4403,58;4376,85;4395,51;5,454275525E10;1253415
WDOFUT;17/02/2020;4347,09;4371,30;4342,05;4367,27;3,394983896E10;785690
WDOFUT;14/02/2020;4363,74;4374,33;4329,95;4337,51;6,100798865E10;1413800
WDOFUT;13/02/2020;4418,71;4423,76;4349,11;4391,48;7,724986014E10;1777958
WDOFUT;12/02/2020;4361,22;4399,04;4361,22;4397,03;5,719960776E10;1317010
WDOFUT;11/02/2020;4354,66;4381,89;4339,02;4372,31;6,958180837E10;1609426
WDOFUT;10/02/2020;4353,65;4371,30;4346,59;4368,28;5,835563943E10;1349615
WDOFUT;07/02/2020;4338,02;4366,26;4328,94;4364,75;7,09774564E10;1645707
WDOFUT;06/02/2020;4259,84;4328,94;4250,26;4325,41;8,600040222E10;2019939
WDOFUT;05/02/2020;4289,60;4303,21;4269,42;4278,00;5,923122126E10;1393414
WDOFUT;04/02/2020;4275,98;4305,23;4266,40;4298,17;5,885907508E10;1386029
WDOFUT;03/02/2020;4313,81;4316,33;4273,46;4290,61;5,446708337E10;1279996
WDOFUT;31/01/2020;4303,21;4333,48;4289,60;4326,42;6,198251116E10;1448683
WDOFUT;30/01/2020;4287,58;4314,85;4280,51;4286,07;7,15200042E10;1680905
WDOFUT;29/01/2020;4239,62;4275,97;4223,96;4273,44;6,145841814E10;1460292
WDOFUT;28/01/2020;4246,18;4258,80;4230,02;4236,08;5,665507673E10;1347906
WDOFUT;27/01/2020;4254,76;4274,45;4242,14;4250,22;5,568528848E10;1320596
WDOFUT;24/01/2020;4210,84;4235,07;4208,82;4224,47;5,188932227E10;1240885
WDOFUT;23/01/2020;4230,53;4234,06;4199,73;4213,87;5,954996119E10;1427541
WDOFUT;22/01/2020;4244,16;4249,21;4216,90;4225,98;4,817963206E10;1149610
WDOFUT;21/01/2020;4242,65;4262,34;4226,99;4256,78;6,291883697E10;1497317
WDOFUT;20/01/2020;4209,32;4236,08;4207,81;4235,58;2,749569912E10;656895
WDOFUT;17/01/2020;4220,43;4237,60;4203,77;4206,80;5,44496055E10;1302219
WDOFUT;16/01/2020;4214,37;4245,67;4204,78;4230,02;5,892934445E10;1408937
WDOFUT;15/01/2020;4191,15;4231,03;4183,57;4220,93;6,637026375E10;1592384
WDOFUT;14/01/2020;4188,62;4206,80;4166,91;4178,02;6,153216419E10;1484710
WDOFUT;13/01/2020;4134,09;4192,66;4133,59;4192,66;6,238563407E10;1509503
WDOFUT;10/01/2020;4129,04;4150,25;4106,83;4141,16;5,490259339E10;1344742
WDOFUT;09/01/2020;4102,28;4140,15;4102,28;4138,64;5,376401013E10;1317305
WDOFUT;08/01/2020;4106,32;4123,49;4085,12;4108,85;6,088805235E10;1498060
WDOFUT;07/01/2020;4105,82;4138,64;4100,77;4114,40;5,628339626E10;1378842
WDOFUT;06/01/2020;4101,78;4120,46;4092,69;4107,33;4,75999371E10;1171097
WDOFUT;03/01/2020;4105,82;4115,41;4077,04;4102,28;4,291179573E10;1057511
WDOFUT;02/01/2020;4055,83;4085,62;4047,76;4069,97;4,262956594E10;1058201
WDOFUT;30/12/2019;4080,07;4090,67;4052,80;4064,42;2,427286685E10;602273
