WDOFUT;19/10/2021;5555,00;5623,00;5546,50;5595,50;2,390602392E11;4286278
WDOFUT;18/10/2021;5480,00;5554,50;5476,50;5524,00;1,807154046E11;3268948
WDOFUT;15/10/2021;5501,00;5520,00;5447,00;5475,00;1,873542929E11;3420597
WDOFUT;14/10/2021;5487,00;5545,00;5480,50;5527,50;1,747275985E11;3167577
WDOFUT;13/10/2021;5532,50;5589,00;5514,50;5530,50;2,14024032E11;3854733
WDOFUT;11/10/2021;5517,00;5561,50;5509,00;5554,50;1,126516993E11;2035540
WDOFUT;08/10/2021;5519,00;5549,50;5494,00;5529,50;1,757420466E11;3179471
WDOFUT;07/10/2021;5491,50;5547,50;5487,50;5538,50;1,810816548E11;3277311
WDOFUT;06/10/2021;5535,00;5558,00;5496,00;5512,50;1,98345364E11;3588419
WDOFUT;05/10/2021;5450,00;5510,50;5446,50;5501,00;1,638409321E11;2989551
WDOFUT;04/10/2021;5408,50;5482,00;5395,50;5481,00;1,520123342E11;2791725
WDOFUT;01/10/2021;5442,50;5456,00;5376,00;5387,00;1,703267175E11;3148418
WDOFUT;30/09/2021;5431,50;5500,00;5392,50;5467,50;2,224889649E11;4076780
WDOFUT;29/09/2021;5433,99;5471,15;5413,90;5436,50;1,798895334E11;3315710
WDOFUT;28/09/2021;5432,48;5478,18;5414,90;5455,08;1,939446794E11;3576648
WDOFUT;27/09/2021;5349,62;5422,94;5335,05;5419,42;1,8155501E11;3390161
WDOFUT;24/09/2021;5343,59;5383,77;5343,59;5366,69;1,31372319E11;2457778
WDOFUT;23/09/2021;5291,36;5342,08;5286,34;5335,05;1,477327723E11;2788657
WDOFUT;22/09/2021;5285,33;5350,62;5280,81;5321,99;1,644538021E11;3109224
WDOFUT;21/09/2021;5344,09;5369,71;5294,87;5300,90;1,700514967E11;3202373
WDOFUT;20/09/2021;5354,64;5411,39;5339,57;5359,66;1,809620393E11;3385159
WDOFUT;17/09/2021;5289,85;5381,76;5284,83;5320,99;1,938142687E11;3647560
WDOFUT;16/09/2021;5273,28;5315,47;5266,75;5288,35;1,470602668E11;2789691
WDOFUT;15/09/2021;5278,30;5307,93;5250,18;5264,74;1,733248424E11;3291415
WDOFUT;14/09/2021;5273,28;5301,40;5235,61;5286,34;1,652686075E11;3150910
WDOFUT;13/09/2021;5276,29;5280,31;5239,13;5256,71;1,598337865E11;3051998
WDOFUT;10/09/2021;5201,96;5310,44;5196,94;5291,36;1,763458239E11;3365200
WDOFUT;09/09/2021;5345,60;5375,23;5233,60;5249,68;2,416410194E11;4558324
WDOFUT;08/09/2021;5234,61;5375,23;5233,60;5358,66;2,152382776E11;4073282
WDOFUT;06/09/2021;5230,59;5253,69;5195,94;5212,01;8,869019484E10;1705676
WDOFUT;03/09/2021;5215,52;5243,15;5172,84;5240,13;1,676312976E11;3228992
WDOFUT;02/09/2021;5217,03;5243,15;5184,39;5225,07;1,876880622E11;3613807
WDOFUT;01/09/2021;5199,96;5242,14;5185,39;5230,59;1,678667048E11;3238019
WDOFUT;31/08/2021;5230,09;5243,15;5160,78;5194,93;1,71744026E11;3317015
WDOFUT;30/08/2021;5246,73;5274,48;5227,56;5231,60;1,440539584E11;2770032
WDOFUT;27/08/2021;5305,76;5310,80;5235,63;5252,78;1,677587544E11;3212529
WDOFUT;26/08/2021;5274,98;5317,86;5266,41;5314,33;1,524295959E11;2904541
WDOFUT;25/08/2021;5318,87;5322,40;5257,32;5264,89;1,831120237E11;3489560
WDOFUT;24/08/2021;5416,74;5419,27;5298,19;5303,74;1,908230904E11;3600540
WDOFUT;23/08/2021;5420,28;5457,10;5399,59;5435,41;1,769635081E11;3288446
WDOFUT;20/08/2021;5498,98;5532,27;5421,28;5431,88;1,823449685E11;3356935
WDOFUT;19/08/2021;5475,27;5513,61;5435,92;5470,22;2,363387024E11;4356393
WDOFUT;18/08/2021;5342,58;5456,09;5318,87;5448,02;2,234277125E11;4191536
WDOFUT;17/08/2021;5339,05;5361,75;5293,14;5354,69;2,199641647E11;4166055
WDOFUT;16/08/2021;5333,50;5356,71;5287,09;5318,37;1,77774838E11;3373880
WDOFUT;13/08/2021;5302,22;5341,57;5279,52;5309,29;1,784598702E11;3393382
WDOFUT;12/08/2021;5280,03;5322,40;5269,43;5314,33;1,735858595E11;3306718
WDOFUT;11/08/2021;5257,32;5296,17;5224,53;5289,61;1,983312389E11;3800161
WDOFUT;10/08/2021;5299,20;5325,94;5247,23;5251,78;2,160713952E11;4123678
WDOFUT;09/08/2021;5292,13;5362,76;5277,50;5297,18;2,063000811E11;3912031
WDOFUT;06/08/2021;5296,17;5340,06;5268,93;5295,67;1,942034317E11;3694918
WDOFUT;05/08/2021;5188,71;5323,92;5174,59;5316,35;2,216615931E11;4276243
WDOFUT;04/08/2021;5250,77;5312,31;5230,59;5235,13;2,005551202E11;3841114
WDOFUT;03/08/2021;5233,61;5341,57;5229,58;5265,90;2,086887565E11;3974805
WDOFUT;02/08/2021;5256,82;5286,08;5180,14;5237,14;1,788312661E11;3461633
WDOFUT;30/07/2021;5144,32;5296,68;5144,32;5281,04;1,690234315E11;3271713
WDOFUT;29/07/2021;5154,44;5159,00;5107,83;5146,84;1,607223831E11;3169720
WDOFUT;28/07/2021;5241,57;5262,85;5173,69;5187,87;1,940330873E11;3764757
WDOFUT;27/07/2021;5264,37;5277,03;5219,79;5240,05;1,681028631E11;3247191
WDOFUT;26/07/2021;5263,35;5302,36;5222,32;5248,16;1,617282915E11;3116322
WDOFUT;23/07/2021;5270,95;5305,91;5230,43;5273,49;1,594420851E11;3072609
WDOFUT;22/07/2021;5256,26;5298,81;5241,06;5277,03;1,847188147E11;3549098
WDOFUT;21/07/2021;5307,43;5353,02;5254,74;5261,33;2,000604344E11;3816591
WDOFUT;20/07/2021;5316,54;5371,25;5277,03;5297,29;1,95722962E11;3727512
WDOFUT;19/07/2021;5232,96;5334,27;5226,88;5327,18;1,960487307E11;3760131
WDOFUT;16/07/2021;5181,29;5202,56;5148,87;5190,41;1,789231629E11;3502156
WDOFUT;15/07/2021;5160,52;5215,23;5128,60;5190,41;1,853068542E11;3626424
WDOFUT;14/07/2021;5230,93;5235,49;5143,29;5148,87;1,844103736E11;3613359
WDOFUT;13/07/2021;5257,78;5302,36;5226,37;5242,08;1,96264737E11;3782063
WDOFUT;12/07/2021;5335,79;5366,19;5243,09;5251,20;1,833461492E11;3504798
WDOFUT;08/07/2021;5359,60;5397,09;5300,84;5341,37;2,136964249E11;4047772
WDOFUT;07/07/2021;5262,34;5364,67;5251,70;5315,53;2,325025093E11;4433952
WDOFUT;06/07/2021;5159,00;5300,33;5156,97;5281,08;1,994683175E11;3853877
WDOFUT;05/07/2021;5136,71;5181,79;5129,11;5173,69;1,072715985E11;2108215
WDOFUT;02/07/2021;5117,46;5155,45;5067,31;5141,27;1,680544306E11;3329917
WDOFUT;01/07/2021;5044,51;5136,71;5027,29;5128,10;1,797089941E11;3578796
WDOFUT;30/06/2021;5042,49;5106,31;5032,86;5052,62;1,588314801E11;3170453
WDOFUT;29/06/2021;5021,68;5050,63;5000,34;5035,39;1,383411926E11;2797965
WDOFUT;28/06/2021;5029,81;5052,66;4997,30;5007,46;1,49493618E11;3022551
WDOFUT;25/06/2021;4994,76;5056,22;4973,42;5015,07;1,706212764E11;3460364
WDOFUT;24/06/2021;5047,58;5049,62;4978,50;4996,79;1,725898114E11;3502303
WDOFUT;23/06/2021;5045,55;5062,82;5019,14;5049,11;1,92518403E11;3878960
WDOFUT;22/06/2021;5098,89;5130,38;5039,96;5039,96;1,945151799E11;3879123
WDOFUT;21/06/2021;5159,34;5168,48;5097,87;5098,89;1,350302188E11;2676346
WDOFUT;18/06/2021;5093,30;5196,92;5067,39;5176,61;2,14055928E11;4244395
WDOFUT;17/06/2021;5155,78;5164,41;5093,30;5093,30;1,775826396E11;3520795
WDOFUT;16/06/2021;5141,56;5170,51;5080,60;5143,59;2,177034108E11;4316984
WDOFUT;15/06/2021;5153,75;5194,89;5127,84;5131,40;1,693758203E11;3332783
WDOFUT;14/06/2021;5196,42;5202,51;5145,11;5150,70;1,352337862E11;2658309
WDOFUT;11/06/2021;5140,54;5230,96;5140,03;5210,64;1,45684688E11;2845555
WDOFUT;10/06/2021;5153,24;5183,21;5122,76;5147,14;1,704664029E11;3362174
WDOFUT;09/06/2021;5116,16;5177,62;5110,06;5155,27;1,624686474E11;3207857
WDOFUT;08/06/2021;5135,46;5160,86;5113,11;5127,84;1,597776053E11;3161290
WDOFUT;07/06/2021;5132,41;5162,89;5110,06;5148,67;1,63318178E11;3229509
WDOFUT;04/06/2021;5203,53;5205,56;5124,79;5140,54;1,622553485E11;3195649
WDOFUT;02/06/2021;5252,29;5270,07;5160,86;5169,49;2,172988984E11;4239738
WDOFUT;01/06/2021;5296,48;5305,12;5236,04;5246,70;1,676255704E11;3236537
WDOFUT;31/05/2021;5326,45;5360,99;5295,47;5315,79;1,162605622E11;2216540
WDOFUT;28/05/2021;5360,09;5363,15;5311,16;5328,49;1,204815662E11;2303999
WDOFUT;27/05/2021;5410,04;5416,66;5338,17;5339,70;1,881365765E11;3566599
WDOFUT;26/05/2021;5429,92;5447,76;5392,20;5417,68;1,550998621E11;2917204
WDOFUT;25/05/2021;5417,17;5453,87;5399,84;5437,05;1,493743207E11;2808990
WDOFUT;24/05/2021;5469,16;5482,93;5417,17;5423,80;1,300582038E11;2440472
WDOFUT;21/05/2021;5392,71;5479,87;5377,93;5471,71;1,66368652E11;3127684
WDOFUT;20/05/2021;5413,10;5415,65;5377,42;5392,20;1,393988095E11;2633586
WDOFUT;19/05/2021;5395,26;5435,01;5367,22;5421,25;1,798122732E11;3395435
WDOFUT;18/05/2021;5372,32;5390,16;5338,68;5369,26;1,721900491E11;3271549
WDOFUT;17/05/2021;5397,81;5430,43;5354,48;5386,08;1,611428906E11;3047674
WDOFUT;14/05/2021;5397,81;5407,49;5354,48;5382,51;1,58708789E11;3007075
WDOFUT;13/05/2021;5414,63;5444,70;5363,15;5417,68;2,093181856E11;3949919
WDOFUT;12/05/2021;5345,31;5431,45;5320,84;5419,21;2,169865204E11;4124919
WDOFUT;11/05/2021;5349,38;5393,73;5313,70;5333,07;1,860757585E11;3545592
WDOFUT;10/05/2021;5350,40;5364,16;5307,59;5335,62;1,773875831E11;3387709
WDOFUT;07/05/2021;5395,26;5408,51;5315,23;5351,42;1,859218489E11;3543529
WDOFUT;06/05/2021;5462,03;5491,08;5371,30;5393,22;2,094648156E11;3941353
WDOFUT;05/05/2021;5556,32;5563,46;5467,64;5469,67;1,806384797E11;3344435
WDOFUT;04/05/2021;5580,28;5603,22;5529,31;5565,50;1,821038372E11;3336155
WDOFUT;03/05/2021;5533,39;5574,67;5491,08;5559,38;1,824083846E11;3358722
WDOFUT;30/04/2021;5473,24;5567,03;5451,83;5558,36;1,819932658E11;3360342
WDOFUT;29/04/2021;5462,56;5492,67;5437,03;5451,32;1,754862522E11;3273047
WDOFUT;28/04/2021;5567,20;5572,31;5456,43;5457,96;2,13725156E11;3957221
WDOFUT;27/04/2021;5554,95;5583,54;5525,34;5567,20;1,892885711E11;3477617
WDOFUT;26/04/2021;5572,31;5607,02;5548,82;5553,93;1,673138777E11;3065337
WDOFUT;23/04/2021;5545,76;5641,73;5540,66;5592,22;1,796579429E11;3279051
WDOFUT;22/04/2021;5674,40;5680,02;5554,95;5562,10;2,233971922E11;4067590
WDOFUT;20/04/2021;5687,67;5709,11;5621,82;5689,20;1,989520121E11;3590122
WDOFUT;19/04/2021;5692,27;5743,83;5647,35;5665,21;2,001271751E11;3589969
WDOFUT;16/04/2021;5737,70;5801,00;5687,67;5708,60;1,854231308E11;3296260
WDOFUT;15/04/2021;5777,52;5787,22;5718,81;5739,74;1,809957779E11;3216143
WDOFUT;14/04/2021;5827,54;5861,74;5769,86;5780,58;2,061475308E11;3619466
WDOFUT;13/04/2021;5860,72;5883,69;5787,73;5842,86;2,140365175E11;3745827
WDOFUT;12/04/2021;5803,04;5869,40;5755,57;5863,28;1,756463093E11;3088379
WDOFUT;09/04/2021;5722,39;5816,31;5717,28;5816,31;1,639971118E11;2899799
WDOFUT;08/04/2021;5732,59;5742,80;5662,15;5695,33;1,757777613E11;3145805
